EmployeeId,CommuteDistance,DegreeCompleted,DegreeField,Department,EmploymentEndDate,EmploymentEndReason,EmploymentStartDate,Gender,JobLevel,MaritalStatus,NumPreviousCompanies,NumYearsWorked,OvertimeDays,OvertimeHours,Salary,TrainingsAttended,TravelFrequency,WeeklyHoursBudgeted,YearOfBirth
1514,7,Master,Other,Information Technology,12/13/19,Went to another company,5/22/18,Female,3,Single,4,23,9,13,105100,1,monthly,40,1971
1515,9,Master,Technical Degree,Sales,,,6/25/19,Female,2,Single,0,1,2,4,24900,0,None,40,1995
1516,6,Master,Other,Accounting,,,12/20/10,Male,3,Single,1,19,2,7,105000,1,No travel,40,1979
1517,7,Master,Marketing,Marketing,,,2/6/16,Female,2,Married,3,27,18,46,67200,1,None,40,1968
1518,7,Bachelor,Other,Marketing,,,2/24/17,Female,1,Divorced,5,21,1,5,51200,1,Monthly,40,1975
1519,11,Master,Marketing,Other,8/28/19,Retired,11/27/18,Male,2,Married,4,29,1,7,99800,3,None,40,1968
1520,7,Bachelor,Business,Marketing,4/2/19,Went to another company,4/17/14,Male,2,Single,1,14,14,21,45800,1,Monthly,40,1984
1521,9,Master,Technical Degree,Marketing,,,4/6/19,Female,1,Married,0,1,1,5,28300,0,No travel,40,1995
1522,12,Bachelor,Marketing,Other,,,2/2/15,Female,2,Single,1,10,2,3,56900,3,Monthly,40,1987
1523,11,Below College,,Other,11/20/19,Went to another company,4/17/18,Male,2,Single,4,19,3,7,74300,2,None,40,1975
1524,13,Bachelor,Other,Other,,,6/7/16,Male,1,Married,3,11,3,11,53300,0,No travel,40,1983
1525,11,Bachelor,Marketing,Other,11/8/19,Retired,2/20/18,Female,2,Single,5,23,7,16,83600,0,No travel,40,1970
1526,15,Master,Technical Degree,Marketing,,,7/24/16,Male,2,Divorced,1,7,1,3,37200,2,Less than Monthly,40,1990
1527,10,Bachelor,Life Sciences,Human Resources,1/4/19,Went to another company,5/4/14,Female,1,Single,1,11,1,4,48700,1,No travel,40,1983
1528,10,Bachelor,Business,Marketing,,,6/25/17,Female,1,Married,3,20,1,2,49700,1,Less than Monthly,40,1973
1529,2,Below College,,Accounting,,,2/23/17,Female,1,Married,2,13,3,8,72700,1,Weekly,40,1984
1530,9,Bachelor,Marketing,Other,11/25/19,Retired,1/24/03,Male,2,Married,,16,2,6,68000,1,Monthly,40,1980
1531,1,Bachelor,Marketing,Information Technology,6/12/19,Went to another company,3/8/11,Male,1,Single,1,16,4,8,70600,2,Monthly,40,1980
1532,12,Master,Finance,Accounting,10/14/19,Went to another company,4/23/17,Male,3,Married,5,26,1,1,129200,1,No travel,40,1970
1533,17,Bachelor,Business,Other,,,10/26/17,Female,2,Single,1,12,1,6,60400,1,Less than monthly,40,1985
1534,3,Bachelor,Computer Science,Information Technology,7/8/19,Retired,1/24/14,Female,1,Married,,6,3,6,52500,3,monthly,40,1988
1535,4,Bachelor,Business,Other,,,2/18/19,Female,1,Single,1,5,2,6,44600,0,Weekly,40,1990
1536,8,Master,Marketing,Other,,,12/9/13,Male,3,Single,1,12,1,3,66400,0,None,40,1985
1537,6,Bachelor,Life Sciences,Sales,,,4/11/09,Male,1,Single,0,11,1,5,30500,0,None,40,1984
1538,10,Bachelor,Finance,Sales,,,5/21/19,Female,2,Married,0,1,11,14,24900,1,Less than monthly,40,1994
1539,10,Master,Other,Other,,,3/13/19,Male,3,Married,4,13,1,2,68400,1,monthly,40,1982
1540,4,Master,Other,Marketing,5/14/19,Retired,12/9/14,Female,4,Married,5,42,7,13,126700,0,Less than monthly,40,1953
1541,5,Bachelor,Other,Other,10/15/19,Went to another company,7/2/17,Male,1,Married,2,13,5,13,56500,1,Monthly,40,1982
1542,10,Master,Life Sciences,Marketing,6/26/19,Retired,2/24/04,Male,4,Single,,16,5,7,58700,1,Monthly,40,1982
1543,10,Bachelor,Finance,Other,,,5/16/19,Female,1,Married,1,7,5,18,47400,1,Less than monthly,40,1990
1544,13,Bachelor,Other,Other,,,11/30/14,Male,3,Married,2,18,6,7,79300,1,Monthly,40,1979
1545,12,Master,Business,Other,12/13/19,Went to another company,7/17/13,Female,2,Married,0,7,1,3,52100,4,Monthly,40,1988
1546,14,Bachelor,Business,Accounting,11/6/19,Went to another company,12/25/18,Female,2,Single,0,2,2,8,57800,1,None,40,1992
1547,17,Bachelor,Other,Marketing,7/31/19,Went to another company,8/24/18,Female,1,Married,0,2,2,5,29200,1,Monthly,40,1993
1548,14,Master,Computer Science,Marketing,7/5/19,Went to another company,10/15/12,Male,3,Single,2,28,1,4,76100,1,Weekly,40,1970
1549,8,Bachelor,Marketing,Sales,1/29/19,Went to another company,12/19/14,Female,3,Married,2,14,2,8,40300,3,Weekly,40,1983
1550,8,Bachelor,Other,Accounting,10/7/19,Fired,5/24/13,Female,2,Divorced,1,11,2,4,75400,0,None,40,1983
1551,11,Bachelor,Business,Marketing,,,4/12/18,Male,1,Single,5,22,2,3,52700,1,Monthly,40,1972
1552,10,Master,Other,Other,,,4/21/15,Female,4,Married,2,16,1,1,82200,1,Weekly,40,1977
1553,15,Master,Computer Science,Sales,4/30/19,Retired,3/6/16,Male,4,Married,3,29,1,4,69000,2,Weekly,40,1969
1554,11,Bachelor,Life Sciences,Other,,,8/10/17,Male,1,Single,3,12,4,8,54900,1,monthly,40,1982
1555,4,Bachelor,Computer Science,Human Resources,,,2/7/13,Male,2,Single,0,7,4,5,47600,2,Monthly,40,1987
1556,15,Master,Marketing,Information Technology,,,11/9/09,Female,2,Single,1,18,3,10,82400,2,None,40,1978
1557,5,Master,Other,Other,,,8/21/14,Male,3,Married,2,19,1,3,81700,2,Monthly,40,1979
1558,7,Bachelor,Computer Science,Accounting,,,1/20/13,Female,2,Married,2,15,6,8,84800,2,None,40,1981
1559,1,Master,Other,Other,,,3/28/14,Female,2,Married,0,6,1,2,50600,1,No travel,40,1992
1560,7,Bachelor,Finance,Other,,,6/17/16,Female,2,,4,21,1,2,78800,1,Less than Monthly,40,1975
1561,8,Bachelor,Computer Science,Sales,,,7/3/13,Female,4,Married,2,23,4,7,57800,2,Weekly,40,1971
1562,11,Bachelor,Other,Accounting,,,7/30/19,Male,1,Single,4,15,1,3,77100,2,No travel,40,1978
1563,17,Bachelor,Other,Human Resources,,,8/26/17,Male,1,Married,4,18,5,17,59900,3,Monthly,40,1980
1564,10,Master,Other,Other,,,8/31/14,Female,3,Married,1,10,1,2,62600,2,None,40,1983
1565,22,Master,Business,Marketing,,,4/15/17,Female,2,Single,3,16,2,6,48500,1,Monthly,40,1982
1566,14,Master,Other,Marketing,1/25/19,Retired,12/19/07,Male,2,Married,,11,1,1,41900,1,monthly,40,1985
1567,14,Master,Business,Sales,,,1/11/19,Female,4,Divorced,2,13,2,7,43000,1,weekly,40,1981
1568,3,Master,Finance,Other,9/20/19,Went to another company,10/12/08,Female,2,Married,0,12,11,20,60400,2,Less than Monthly,40,1985
1569,14,Bachelor,Other,Other,,,10/3/13,Male,2,Married,1,10,5,6,56900,1,No travel,40,1984
1570,16,Master,Other,Accounting,,,1/1/15,Female,2,Married,3,19,4,13,95500,2,None,40,1978
1571,7,Bachelor,Business,Accounting,,,1/12/17,Female,1,Single,1,2,7,13,52500,0,Monthly,40,1991
1572,7,Bachelor,Business,Marketing,,,5/28/08,Male,1,Single,0,12,2,3,39200,1,Monthly,40,1986
1573,15,Bachelor,Other,Human Resources,4/16/19,Fired,3/9/19,Female,2,Married,3,11,1,3,53600,1,Less than Monthly,40,1983
1574,1,Bachelor,Other,Other,9/23/19,Went to another company,4/9/14,Male,1,Married,3,25,7,18,80600,1,No travel,40,1972
1575,6,Bachelor,Marketing,Information Technology,,,2/20/12,Male,2,Single,0,8,2,8,61300,2,None,40,1987
1576,11,Bachelor,Marketing,Marketing,,,5/19/17,Female,3,Single,4,23,1,2,65700,1,Monthly,40,1975
1577,4,Bachelor,Marketing,Information Technology,,,10/18/18,Male,1,Single,0,2,6,25,46700,2,None,40,1994
1578,12,Bachelor,Business,Other,,,7/13/16,Female,3,Single,3,12,7,12,66400,1,Monthly,40,1986
1579,8,Associate,Business,Marketing,,,12/29/12,Male,2,Married,3,25,3,6,63300,0,None,40,1969
1580,14,Master,Business,Human Resources,,,1/29/15,Male,3,Married,1,13,3,11,62500,1,No travel,40,1983
1581,6,Bachelor,Other,Accounting,,,12/3/15,Male,2,Married,5,21,4,7,101300,1,Weekly,40,1974
1582,10,Bachelor,Marketing,Marketing,,,7/5/14,Female,1,Single,3,19,1,2,48200,1,No travel,40,1976
1583,7,Master,Finance,Accounting,,,4/7/14,Male,2,Married,0,6,1,3,65000,2,Monthly,40,1988
1584,8,Master,Finance,Other,,,1/30/17,Female,4,Divorced,5,19,4,7,89900,1,Monthly,40,1975
1585,14,Bachelor,Marketing,Other,,,7/20/17,Male,1,Married,2,17,3,11,63600,1,No travel,40,1978
1586,11,Associate,Other,Accounting,,,5/31/10,Female,2,Single,0,10,7,10,73200,1,Weekly,40,1986
1587,8,Bachelor,Other,Marketing,8/9/19,Went to another company,5/6/18,Male,2,Married,1,1,1,5,31200,1,Weekly,40,1995
1588,10,Bachelor,Technical Degree,Other,1/1/19,Went to another company,7/20/14,Female,3,Single,3,25,9,11,97500,0,No travel,40,1968
1589,8,Bachelor,Other,Other,,,7/20/12,Female,2,Divorced,3,28,1,2,96900,1,Monthly,40,1968
1590,7,Bachelor,Other,Other,,,1/24/10,Female,3,Married,1,18,2,11,79300,5,No travel,40,1979
1591,9,Bachelor,Finance,Other,,,8/18/13,Female,3,Single,1,10,3,5,62600,0,None,40,1985
1592,6,Bachelor,Other,Other,,,10/2/15,Male,2,Married,2,14,1,5,64100,3,Weekly,40,1983
1593,8,Bachelor,Marketing,Accounting,,,5/28/16,Female,1,Married,3,18,1,4,84300,1,Monthly,40,1977
1594,15,Master,Other,Marketing,,,8/25/18,Male,3,Married,1,1,8,17,34300,2,Monthly,40,1994
1595,10,Bachelor,Marketing,Sales,,,4/18/17,Female,1,Single,1,13,1,5,32300,1,No travel,40,1983
1596,11,Master,Other,Accounting,,,8/8/17,Female,1,Married,1,9,4,5,64600,1,Weekly,40,1989
1597,7,Master,Business,Marketing,8/30/19,Went to another company,5/19/10,Female,2,Divorced,2,24,1,3,61500,2,Weekly,40,1972
1598,10,Bachelor,Computer Science,Other,,,8/18/17,Female,2,Married,2,14,2,8,64100,1,No travel,40,1981
1599,15,Bachelor,Computer Science,Other,,,12/6/13,Female,3,Married,3,33,21,33,123600,1,Less than Monthly,40,1961
1600,7,Master,Other,Other,,,12/12/13,Female,3,Divorced,3,25,2,8,97500,0,No travel,40,1971
1601,4,Bachelor,Finance,Other,2/22/19,Went to another company,12/23/14,Male,1,Single,0,6,1,6,46000,0,Monthly,40,1990
1602,15,Bachelor,Life Sciences,Other,8/12/19,Went to another company,3/27/16,Female,1,Single,4,12,1,2,54900,2,Monthly,40,1982
1603,1,Bachelor,Business,Accounting,11/14/19,Retired,5/4/99,Male,1,Single,,21,3,11,92100,1,No travel,40,1973
1604,15,Master,Business,Other,7/3/19,Retired,7/15/08,Male,5,Single,3,40,1,6,183900,1,Less than Monthly,40,1958
1605,13,Master,Other,Sales,,,1/14/18,Female,3,Divorced,1,1,1,5,27400,0,None,40,1993
1606,7,Master,Life Sciences,Other,,,8/18/16,Male,2,Married,2,8,7,12,53600,2,None,40,1989
1607,10,Bachelor,Marketing,Other,7/24/19,Fired,2/26/12,Male,1,Single,3,26,3,10,83000,3,Weekly,40,1968
1608,7,Bachelor,Finance,Other,3/15/19,Went to another company,10/30/11,Female,4,Single,1,23,10,17,101100,1,None,40,1973
1609,15,Bachelor,Business,Information Technology,,,7/13/11,Female,1,Divorced,0,9,1,2,57400,0,None,40,1985
1610,16,Bachelor,Finance,Other,2/15/19,Retired,12/8/98,Female,1,Married,,24,1,2,78300,2,Monthly,40,1969
1611,5,Master,Marketing,Other,,,5/8/19,Female,1,Married,0,1,7,13,39700,0,Monthly,40,1994
1612,8,Bachelor,Other,Human Resources,,,4/23/19,Female,1,Married,0,1,7,10,36300,1,Monthly,40,1995
1613,14,Bachelor,Other,Other,9/18/19,Went to another company,7/2/16,Female,1,Single,7,32,17,26,99100,2,Monthly,40,1965
1614,13,Master,Marketing,Marketing,,,10/8/17,Female,2,Married,2,20,5,8,54600,1,Weekly,40,1976
1615,13,Bachelor,Finance,Other,,,1/5/13,Female,3,Single,3,32,2,7,120000,1,Less than monthly,40,1964
1616,12,Bachelor,Other,Accounting,,,3/19/19,Male,3,Single,2,13,1,5,88000,1,No travel,40,1985
1617,15,Bachelor,Other,Sales,,,12/13/14,Female,4,Single,2,17,5,7,48400,0,No travel,40,1980
1618,14,Bachelor,Marketing,Accounting,,,6/28/16,Male,1,Single,3,17,1,2,81800,3,No travel,40,1980
1619,12,Doctor,Business,Marketing,11/8/19,Went to another company,3/5/12,Male,3,Married,2,18,13,28,56600,2,monthly,40,1979
1620,6,Master,Business,Other,,,7/2/14,Male,4,Divorced,2,19,3,4,89900,2,Monthly,40,1977
1621,8,Bachelor,Finance,Accounting,,,4/16/18,Female,2,Single,2,13,1,3,80000,1,None,40,1985
1622,13,Bachelor,Other,Other,3/1/19,Retired,4/10/99,Female,1,Married,,21,1,3,71600,1,No travel,40,1975
1623,1,Associate,Other,Human Resources,,,4/7/16,Male,3,Married,3,14,2,8,64400,1,No travel,40,1979
1624,9,Doctor,Computer Science,Other,2/26/19,Retired,2/21/02,Female,4,Single,,18,1,2,87200,4,No travel,40,1980
1625,10,Bachelor,Marketing,Other,12/25/19,Went to another company,6/20/17,Male,2,Single,7,31,1,4,105900,4,Weekly,40,1967
1626,9,Master,Marketing,Marketing,,,12/30/14,Male,3,Single,3,18,1,4,56600,0,Monthly,40,1975
1627,14,Bachelor,Finance,Sales,,,1/17/13,Female,2,,1,12,4,7,34500,2,Less than monthly,40,1983
1628,7,Bachelor,Finance,Other,12/27/19,Retired,9/14/17,Female,2,Married,,5,1,2,49100,1,No travel,40,1992
1629,12,Master,Business,Other,7/22/19,Fired,5/21/19,Female,2,Married,1,5,4,18,49100,1,No travel,40,1988
1630,9,Master,Business,Accounting,,,8/6/17,Male,3,Single,1,6,1,4,71500,1,Monthly,40,1991
1631,19,Bachelor,Technical Degree,Marketing,,,3/23/17,Male,2,Married,3,18,5,15,51500,3,Monthly,40,1978
1632,1,Associate,Marketing,Other,4/17/19,Went to another company,12/16/18,Female,1,Single,2,4,3,4,43300,1,Weekly,40,1991
1633,11,Bachelor,Finance,Information Technology,,,6/23/13,Male,3,Married,0,7,10,15,65500,2,None,40,1987
1634,10,Master,Business,Human Resources,,,11/28/18,Female,2,Single,0,2,5,7,41100,0,monthly,40,1991
1635,5,Master,Business,Accounting,6/27/19,Retired,12/6/98,Female,2,Married,,20,8,12,98300,1,Less than monthly,40,1976
1636,11,Master,Other,Marketing,3/6/19,Retired,4/11/07,Female,5,Married,,12,4,14,57400,2,None,40,1985
1637,13,Master,Other,Other,,,9/29/17,Male,3,Single,0,3,1,1,50900,3,Weekly,40,1994
1638,8,Bachelor,Business,Marketing,,,8/18/15,Female,1,Married,1,8,1,3,34800,4,Monthly,40,1986
1639,10,Bachelor,Life Sciences,Human Resources,9/13/19,Fired,7/17/15,Female,1,Single,1,17,4,10,58200,1,No travel,40,1981
1640,8,Bachelor,Business,Other,,,7/17/15,Female,3,Married,2,13,2,9,68400,2,Monthly,40,1980
1641,14,Bachelor,Other,Other,,,2/8/12,Male,2,Single,2,22,1,4,81100,1,Monthly,40,1972
1642,12,Bachelor,Finance,Accounting,10/17/19,Fired,6/4/19,Male,4,Single,5,23,1,7,130000,1,Monthly,40,1975
1643,11,Bachelor,Marketing,Marketing,,,8/30/14,Male,1,,1,8,1,4,34800,2,Weekly,40,1985
1644,9,Bachelor,Other,Accounting,,,8/8/17,Female,2,Single,0,3,9,15,59500,2,Monthly,40,1993
1645,9,Bachelor,Finance,Other,9/6/19,Retired,10/27/02,Male,2,Divorced,,16,1,2,68000,1,None,40,1982
1646,8,Master,Other,Accounting,9/6/19,Retired,4/4/06,Female,1,Divorced,,12,1,2,70600,1,None,40,1986
1647,4,Bachelor,Computer Science,Accounting,4/1/19,Fired,4/22/14,Female,1,Single,1,8,2,6,62700,1,No travel,40,1990
1648,2,Bachelor,Finance,Sales,,,2/15/19,Female,1,Divorced,5,20,1,2,39700,1,No travel,40,1975
1649,16,Bachelor,Other,Information Technology,,,2/1/19,Female,1,,1,5,1,2,51000,5,Monthly,40,1992
1650,6,Master,Computer Science,Other,,,8/14/11,Female,3,Married,2,22,1,3,89300,1,Weekly,40,1974
1651,1,Master,Business,Other,,,4/4/15,Male,4,Married,4,20,16,18,92600,1,Weekly,40,1975
1652,11,Bachelor,Marketing,Other,11/1/19,Went to another company,3/11/13,Male,2,,3,20,1,6,76500,2,Weekly,40,1973
1653,11,Bachelor,Marketing,Other,1/11/19,Retired,11/5/03,Female,2,Single,,18,1,6,72100,3,None,40,1978
1654,6,Bachelor,Business,Other,8/23/19,Fired,6/22/16,Male,2,Divorced,3,10,1,6,56900,1,Monthly,40,1988
1655,13,Master,Other,Other,3/18/19,Went to another company,5/24/12,Female,3,Married,2,30,7,15,113100,1,Weekly,40,1964
1656,12,Bachelor,Business,Other,9/27/19,Retired,1/31/05,Male,1,Married,,14,2,3,58200,1,Monthly,40,1980
1657,7,Bachelor,Business,Marketing,,,9/7/16,Female,1,Married,3,16,5,14,44100,1,None,40,1981
1658,7,Bachelor,Business,Other,,,11/15/06,Female,3,Married,1,25,3,14,97500,3,Weekly,40,1970
1659,12,Master,Marketing,Accounting,6/17/19,Fired,3/28/19,Female,1,Married,1,3,1,3,54100,1,Weekly,40,1994
1660,10,Master,Business,Marketing,,,4/22/17,Female,2,Single,2,7,21,47,37200,2,Monthly,40,1990
1661,8,Bachelor,Marketing,Other,,,9/21/16,Male,2,Married,8,28,1,2,96900,1,Less than Monthly,40,1965
1662,16,Master,Business,Other,,,2/23/16,Male,3,Married,4,18,1,1,79300,1,Weekly,40,1975
1663,15,Master,Life Sciences,Other,,,2/1/09,Female,3,Divorced,0,11,1,2,64500,1,Weekly,40,1986
1664,5,Master,Marketing,Marketing,,,5/5/18,Male,1,Married,1,4,2,7,31000,1,Less than Monthly,40,1990
1665,12,Bachelor,Business,Accounting,,,7/9/16,Male,3,Single,3,29,3,10,141100,2,No travel,40,1968
1666,15,Master,Finance,Other,,,10/4/18,Male,1,Single,0,2,1,3,40800,5,None,40,1991
1667,8,Associate,Business,Other,,,7/28/13,Male,2,Married,1,14,1,4,64100,1,No travel,40,1979
1668,13,Master,Other,Marketing,,,2/28/09,Male,2,Married,0,11,4,16,41900,1,Less than monthly,40,1983
1669,12,Bachelor,Business,Information Technology,,,4/13/18,Male,1,Single,1,10,1,2,59100,1,Monthly,40,1984
1670,5,Bachelor,Marketing,Information Technology,7/31/19,Retired,5/24/19,Female,1,Single,,1,2,5,45300,2,No travel,40,1994
1671,6,Master,Business,Other,,,1/28/17,Male,1,Single,0,3,1,4,42100,2,No travel,40,1993
1672,7,Master,Business,Information Technology,,,11/17/16,Female,1,Married,2,14,8,25,66600,1,Weekly,40,1981
1673,8,Bachelor,Finance,Marketing,6/21/19,Went to another company,3/19/17,Female,4,Single,4,32,1,6,94300,1,Less than Monthly,40,1963
1674,13,Master,Computer Science,Accounting,,,8/7/13,Female,4,Single,2,26,3,9,142100,0,Weekly,40,1971
1675,11,Master,Marketing,Other,5/9/19,Retired,7/26/06,Male,2,Married,,12,4,19,60400,0,Monthly,40,1985
1676,12,Master,Marketing,Other,,,9/28/12,Male,3,Married,0,8,1,2,59000,1,Weekly,40,1990
1677,4,Bachelor,Business,Other,7/12/19,Went to another company,8/24/15,Female,1,Single,2,13,5,16,56500,1,Monthly,40,1983
1678,11,Master,Finance,Other,,,4/15/18,Male,3,Married,0,2,3,10,49400,2,Weekly,40,1993
1679,5,Bachelor,Finance,Other,11/8/19,Went to another company,1/19/17,Male,1,Married,2,11,4,12,53300,0,Weekly,40,1986
1680,12,Master,Computer Science,Marketing,2/8/19,Retired,5/5/17,Male,2,Married,,5,2,10,35100,1,Less than monthly,40,1990
1681,10,Master,Other,Other,,,5/3/19,Female,2,Married,3,11,3,5,58600,1,None,40,1983
1682,17,Bachelor,Technical Degree,Accounting,,,4/12/17,Male,2,Married,3,17,6,13,90000,1,None,40,1977
1683,5,Bachelor,Other,Accounting,,,1/5/17,Male,2,Married,1,7,1,2,67000,4,Weekly,40,1986
1684,11,Master,Marketing,Sales,8/16/19,Retired,6/9/94,Female,2,Single,,27,3,7,53800,1,Weekly,40,1970
1685,8,Master,Other,Marketing,,,12/24/12,Male,3,Married,2,18,10,40,56600,2,Less than monthly,40,1976
1686,3,Bachelor,Other,Other,,,10/6/16,Male,3,Married,2,21,5,9,86700,1,None,40,1976
1687,4,Bachelor,Computer Science,Human Resources,2/12/19,Retired,9/14/15,Female,5,Single,5,45,1,3,194900,1,No travel,40,1952
1688,18,Bachelor,Life Sciences,Other,12/6/19,Retired,5/27/10,Male,2,,,12,1,1,60400,1,Weekly,40,1982
1689,14,Bachelor,Other,Other,11/1/19,Retired,2/19/16,Female,2,Married,,4,5,18,47700,1,Less than Monthly,40,1994
1690,7,Associate,Marketing,Other,,,10/26/18,Male,3,,1,6,1,2,55600,1,None,40,1988
1691,10,Bachelor,Computer Science,Other,,,10/10/16,Male,1,Married,3,24,1,1,78300,1,Monthly,40,1973
1692,12,Bachelor,Life Sciences,Other,4/22/19,Went to another company,1/29/19,Male,1,,1,1,2,8,39700,1,Weekly,40,1992
1693,6,Bachelor,Other,Information Technology,,,5/23/17,Female,3,Married,2,8,6,10,67400,1,Monthly,40,1989
1694,7,Bachelor,Finance,Sales,,,3/19/17,Female,3,,2,14,1,2,40300,1,Monthly,40,1983
1695,6,Master,Marketing,Information Technology,,,5/14/15,Male,2,Married,1,8,3,4,61300,1,No travel,40,1990
1696,13,Bachelor,Finance,Other,,,11/4/15,Male,3,Married,1,11,2,7,64500,0,None,40,1985
1697,5,Bachelor,Other,Other,9/13/19,Fired,2/25/19,Male,2,Married,3,19,6,14,74300,1,Less than Monthly,40,1976
1698,14,Bachelor,Computer Science,Accounting,,,10/26/14,Female,1,Single,1,12,2,8,70600,1,Monthly,40,1983
1699,14,Master,Finance,Accounting,12/4/19,Went to another company,5/18/19,Male,3,Married,2,12,20,28,85400,3,weekly,40,1981
1700,14,Bachelor,Business,Marketing,9/20/19,Retired,7/17/13,Female,1,Married,,8,1,2,34800,4,Weekly,40,1990
1701,6,Master,Business,Other,,,12/7/15,Female,3,Married,3,21,5,17,86700,1,Monthly,40,1973
1702,15,Master,Marketing,Other,,,3/11/16,Female,1,Married,1,7,3,15,47400,1,Monthly,40,1991
1703,7,Bachelor,Computer Science,Sales,,,8/12/16,Female,1,Single,2,8,14,44,27900,1,No travel,40,1988
1704,8,Bachelor,Other,Other,,,8/15/12,Male,2,Single,0,8,2,7,53600,1,No travel,40,1985
1705,11,Master,Business,Other,,,12/3/15,Male,3,Single,2,25,3,7,97500,0,Weekly,40,1970
1706,9,Bachelor,Marketing,Accounting,,,3/4/12,Female,2,Single,0,8,9,13,69000,0,No travel,40,1985
1707,2,Master,Computer Science,Other,,,4/17/17,Male,3,Married,4,18,3,8,79300,0,No travel,40,1978
1708,16,Master,Business,Marketing,5/27/19,Retired,6/2/91,Male,3,Divorced,,28,1,1,76100,1,No travel,40,1968
1709,8,Bachelor,Computer Science,Marketing,,,3/15/10,Female,1,Divorced,0,10,2,7,37000,1,Weekly,40,1987
1710,12,Master,Business,Other,5/17/19,Went to another company,9/12/16,Female,1,Single,0,4,5,20,43300,1,Monthly,40,1989
1711,9,Master,Finance,Other,,,11/3/13,Female,4,Single,1,19,2,7,89900,2,Monthly,40,1978
1712,6,Bachelor,Business,Other,,,11/29/18,Male,1,Married,4,15,4,9,60000,1,No travel,40,1983
1713,13,Master,Business,Sales,,,4/11/13,Male,2,Married,2,17,2,5,40000,0,Monthly,40,1976
1714,8,Master,Computer Science,Marketing,2/28/19,Went to another company,2/21/11,Female,5,Married,3,30,2,6,97700,3,Monthly,40,1965
1715,4,Master,Business,Marketing,,,11/28/18,Male,2,Single,3,15,1,5,47100,0,Monthly,40,1979
1716,10,Bachelor,Technical Degree,Marketing,1/30/19,Went to another company,12/29/15,Female,2,Married,3,21,1,4,56300,2,No travel,40,1973
1717,14,Master,Marketing,Human Resources,,,8/22/15,Female,2,Single,5,21,1,2,72000,0,No travel,40,1975
1718,12,Bachelor,Finance,Accounting,12/20/19,Went to another company,5/3/12,Female,2,Single,2,19,18,23,95500,0,Monthly,40,1977
1719,15,Bachelor,Marketing,Sales,,,10/18/13,Male,1,Single,0,7,1,3,27100,1,Monthly,40,1987
1720,4,Master,Marketing,Information Technology,,,10/24/16,Female,3,Single,1,14,1,1,80500,2,No travel,40,1980
1721,6,Master,Computer Science,Sales,,,6/3/16,Male,3,Single,1,14,2,7,40300,2,Monthly,40,1982
1722,7,Bachelor,Finance,Human Resources,5/8/19,Fired,10/30/10,Male,2,Divorced,2,24,1,3,78700,3,Monthly,40,1973
1723,11,Bachelor,Business,Other,7/30/19,Retired,6/22/19,Male,1,Single,,1,1,4,39700,6,No travel,40,1994
1724,3,Master,Technical Degree,Other,3/15/19,Retired,2/21/19,Female,1,Married,,1,1,2,39700,1,Less than Monthly,40,1994
1725,8,Bachelor,Business,Marketing,,,3/10/18,Male,3,Married,2,16,1,5,53400,1,Weekly,40,1978
1726,14,Bachelor,Finance,Marketing,,,2/20/16,Female,1,Married,2,12,3,12,39200,1,No travel,40,1985
1727,12,Master,Marketing,Accounting,,,9/28/12,Female,1,Divorced,0,8,1,2,62700,2,No travel,40,1987
1728,8,Bachelor,Technical Degree,Other,,,7/9/12,Female,2,Single,1,14,3,6,64100,1,No travel,40,1982
1729,10,Bachelor,Marketing,Accounting,10/3/19,Fired,7/1/19,Male,1,Married,0,1,4,6,51000,4,None,40,1994
1730,12,Bachelor,Marketing,Other,,,2/26/16,Male,2,Married,3,16,1,5,68000,1,Monthly,40,1982
1731,8,Bachelor,Marketing,Marketing,,,10/15/18,Female,1,Divorced,2,8,1,2,34800,1,No travel,40,1985
1732,12,Master,Marketing,Marketing,,,5/16/19,Female,4,Married,1,1,3,11,37700,0,Less than monthly,40,1995
1733,16,Below College,,Marketing,,,4/8/19,Male,1,Divorced,0,1,2,10,28300,2,Less than Monthly,40,1995
1734,15,Master,Business,Other,,,10/24/16,Male,3,Single,1,8,5,6,59000,1,Weekly,40,1989
1735,9,Bachelor,Other,Marketing,,,9/12/17,Male,2,Divorced,0,3,1,6,33100,0,None,40,1995
1736,12,Bachelor,Finance,Other,,,6/12/18,Male,1,Single,2,7,5,12,47400,1,Weekly,40,1989
1737,8,Bachelor,Life Sciences,Human Resources,6/25/19,Retired,11/25/92,Male,2,Married,,29,1,6,91200,1,No travel,40,1964
1738,9,Master,Business,Other,11/4/19,Went to another company,12/4/15,Female,4,Divorced,2,12,6,20,73100,1,None,40,1981
1739,6,Master,Other,Accounting,,,1/2/14,Female,1,Married,2,19,2,6,86800,1,Monthly,40,1975
1740,7,Master,Computer Science,Accounting,,,3/8/18,Male,3,Married,2,15,3,7,93300,1,Less than monthly,40,1983
1741,14,Bachelor,Other,Marketing,,,9/19/07,Male,1,Single,0,13,1,4,40400,2,None,40,1985
1742,11,Bachelor,Business,Marketing,8/8/19,Went to another company,4/20/19,Male,4,Married,8,29,1,7,86300,2,Weekly,40,1967
1743,11,Bachelor,Computer Science,Marketing,,,1/7/15,Female,4,Divorced,4,29,2,8,86300,2,Monthly,40,1969
1744,10,Bachelor,Finance,Other,,,2/20/19,Male,2,Single,1,9,3,9,55300,2,Weekly,40,1989
