EmployeeId,QuestionNum,QuestionText,Response
e1239,Q2,How satisfied are you with the company?,Somewhat Satisfied
e1239,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
e1239,Q4,How would you rate you work/life balance?,Poor
E1240,Q1,How satisfied are you with your job?,Very Satisfied
E1240,Q2,How satisfied are you with the company?,Very Satisfied
E1240,Q3,How satisfied are you with your manager?,Very Satisfied
E1240,Q4,How would you rate you work/life balance?,Good
1241,Q1,How satisfied are you with your job?,Very Satisfied
1241,Q2,How satisfied are you with the company?,Very Satisfied
1241,Q3,How satisfied are you with your manager?,Very Satisfied
1241,Q4,How would you rate you work/life balance?,Excellent
1242,Q1,How satisfied are you with your job?,Very Satisfied
1242,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
1242,Q3,How satisfied are you with your manager?,Somewhat Satisfied
1242,Q4,How would you rate you work/life balance?,Excellent
E1243,Q1,How satisfied are you with your job?,Very Unsatisfied
E1243,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
E1243,Q3,How satisfied are you with your manager?,Somewhat Unsatisfied
E1243,Q4,How would you rate you work/life balance?,Poor
e1244,Q1,How satisfied are you with your job?,Somewhat Satisfied
e1244,Q2,How satisfied are you with the company?,Very Satisfied
e1244,Q3,How satisfied are you with your manager?,Somewhat Satisfied
e1244,Q4,How would you rate you work/life balance?,Excellent
1245,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
1245,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
1245,Q3,How satisfied are you with your manager?,Somewhat Satisfied
1245,Q4,How would you rate you work/life balance?,Fair
e1246,Q1,How satisfied are you with your job?,Very Satisfied
e1246,Q2,How satisfied are you with the company?,Very Satisfied
e1246,Q3,How satisfied are you with your manager?,Very Satisfied
e1246,Q4,How would you rate you work/life balance?,Excellent
1247,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
1247,Q2,How satisfied are you with the company?,Somewhat Satisfied
1247,Q3,How satisfied are you with your manager?,Somewhat Satisfied
1247,Q4,How would you rate you work/life balance?,Good
e1248,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
e1248,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
e1248,Q3,How satisfied are you with your manager?,Somewhat Satisfied
e1248,Q4,How would you rate you work/life balance?,Excellent
E1249,Q1,How satisfied are you with your job?,Very Satisfied
E1249,Q2,How satisfied are you with the company?,Somewhat Satisfied
E1249,Q3,How satisfied are you with your manager?,Very Satisfied
E1249,Q4,How would you rate you work/life balance?,Good
1250,Q1,How satisfied are you with your job?,Very Satisfied
1250,Q2,How satisfied are you with the company?,Very Satisfied
1250,Q3,How satisfied are you with your manager?,Very Satisfied
1250,Q4,How would you rate you work/life balance?,Excellent
e1251,Q1,How satisfied are you with your job?,Somewhat Unsatisfied
e1251,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
e1251,Q3,How satisfied are you with your manager?,Somewhat Unsatisfied
e1251,Q4,How would you rate you work/life balance?,Poor
1252,Q1,How satisfied are you with your job?,Somewhat Satisfied
1252,Q2,How satisfied are you with the company?,Very Satisfied
1252,Q3,How satisfied are you with your manager?,Very Satisfied
1252,Q4,How would you rate you work/life balance?,Excellent
1253,Q1,How satisfied are you with your job?,Very Satisfied
1253,Q2,How satisfied are you with the company?,Somewhat Satisfied
1253,Q3,How satisfied are you with your manager?,Very Satisfied
1253,Q4,How would you rate you work/life balance?,Excellent
E1254,Q1,How satisfied are you with your job?,Somewhat Satisfied
E1254,Q2,How satisfied are you with the company?,Somewhat Satisfied
E1254,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
E1254,Q4,How would you rate you work/life balance?,Good
e1255,Q1,How satisfied are you with your job?,Somewhat Unsatisfied
e1255,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
e1255,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
e1255,Q4,How would you rate you work/life balance?,Fair
E1256,Q1,How satisfied are you with your job?,Somewhat Satisfied
E1256,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
E1256,Q3,How satisfied are you with your manager?,Somewhat Satisfied
E1256,Q4,How would you rate you work/life balance?,Fair
e1257,Q1,How satisfied are you with your job?,Very Satisfied
e1257,Q2,How satisfied are you with the company?,Somewhat Satisfied
e1257,Q3,How satisfied are you with your manager?,Somewhat Satisfied
e1257,Q4,How would you rate you work/life balance?,Excellent
E1258,Q1,How satisfied are you with your job?,Very Satisfied
E1258,Q2,How satisfied are you with the company?,Very Satisfied
E1258,Q3,How satisfied are you with your manager?,Somewhat Satisfied
E1258,Q4,How would you rate you work/life balance?,Excellent
1259,Q1,How satisfied are you with your job?,Somewhat Satisfied
1259,Q2,How satisfied are you with the company?,Somewhat Satisfied
1259,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
1259,Q4,How would you rate you work/life balance?,Fair
E1260,Q1,How satisfied are you with your job?,Very Satisfied
E1260,Q2,How satisfied are you with the company?,Very Satisfied
E1260,Q3,How satisfied are you with your manager?,Somewhat Satisfied
E1260,Q4,How would you rate you work/life balance?,Fair
1261,Q1,How satisfied are you with your job?,Very Satisfied
1261,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
1261,Q3,How satisfied are you with your manager?,Somewhat Satisfied
1261,Q4,How would you rate you work/life balance?,Good
e1262,Q1,How satisfied are you with your job?,Very Satisfied
e1262,Q2,How satisfied are you with the company?,Somewhat Satisfied
e1262,Q3,How satisfied are you with your manager?,Somewhat Satisfied
e1262,Q4,How would you rate you work/life balance?,Good
e1263,Q1,How satisfied are you with your job?,Very Satisfied
e1263,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
e1263,Q3,How satisfied are you with your manager?,Somewhat Satisfied
e1263,Q4,How would you rate you work/life balance?,Excellent
1264,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
1264,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
1264,Q3,How satisfied are you with your manager?,Somewhat Satisfied
1264,Q4,How would you rate you work/life balance?,Excellent
E1265,Q1,How satisfied are you with your job?,Very Unsatisfied
E1265,Q2,How satisfied are you with the company?,Somewhat Unsatisfied
E1265,Q3,How satisfied are you with your manager?,Very Unsatisfied
E1265,Q4,How would you rate you work/life balance?,Very Poor
E1266,Q1,How satisfied are you with your job?,Very Satisfied
E1266,Q2,How satisfied are you with the company?,Somewhat Satisfied
E1266,Q3,How satisfied are you with your manager?,Somewhat Satisfied
E1266,Q4,How would you rate you work/life balance?,Fair
1267,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
1267,Q2,How satisfied are you with the company?,Somewhat Unsatisfied
1267,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
1267,Q4,How would you rate you work/life balance?,Poor
e1268,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
e1268,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
e1268,Q3,How satisfied are you with your manager?,Somewhat Satisfied
e1268,Q4,How would you rate you work/life balance?,Fair
1269,Q1,How satisfied are you with your job?,Somewhat Unsatisfied
1269,Q2,How satisfied are you with the company?,Somewhat Unsatisfied
1269,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
1269,Q4,How would you rate you work/life balance?,Fair
1270,Q1,How satisfied are you with your job?,Very Satisfied
1270,Q2,How satisfied are you with the company?,Somewhat Satisfied
1270,Q3,How satisfied are you with your manager?,Somewhat Satisfied
1270,Q4,How would you rate you work/life balance?,Excellent
1271,Q1,How satisfied are you with your job?,Very Satisfied
1271,Q2,How satisfied are you with the company?,Very Satisfied
1271,Q3,How satisfied are you with your manager?,Very Satisfied
1271,Q4,How would you rate you work/life balance?,Good
E1272,Q1,How satisfied are you with your job?,Somewhat Satisfied
E1272,Q2,How satisfied are you with the company?,Somewhat Satisfied
E1272,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
E1272,Q4,How would you rate you work/life balance?,Poor
e1273,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
e1273,Q2,How satisfied are you with the company?,Very Satisfied
e1273,Q3,How satisfied are you with your manager?,Somewhat Satisfied
e1273,Q4,How would you rate you work/life balance?,Fair
E1274,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
E1274,Q2,How satisfied are you with the company?,Somewhat Satisfied
E1274,Q3,How satisfied are you with your manager?,Somewhat Satisfied
E1274,Q4,How would you rate you work/life balance?,Good
1275,Q1,How satisfied are you with your job?,Somewhat Satisfied
1275,Q2,How satisfied are you with the company?,Somewhat Satisfied
1275,Q3,How satisfied are you with your manager?,Somewhat Satisfied
1275,Q4,How would you rate you work/life balance?,Fair
E1276,Q1,How satisfied are you with your job?,Somewhat Satisfied
E1276,Q2,How satisfied are you with the company?,Somewhat Satisfied
E1276,Q3,How satisfied are you with your manager?,Very Satisfied
E1276,Q4,How would you rate you work/life balance?,Excellent
e1277,Q1,How satisfied are you with your job?,Somewhat Satisfied
e1277,Q2,How satisfied are you with the company?,Somewhat Satisfied
e1277,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
e1277,Q4,How would you rate you work/life balance?,Good
e1278,Q1,How satisfied are you with your job?,Somewhat Satisfied
e1278,Q2,How satisfied are you with the company?,Somewhat Satisfied
e1278,Q3,How satisfied are you with your manager?,Very Satisfied
e1278,Q4,How would you rate you work/life balance?,Excellent
e1279,Q1,How satisfied are you with your job?,Very Unsatisfied
e1279,Q2,How satisfied are you with the company?,Somewhat Unsatisfied
e1279,Q3,How satisfied are you with your manager?,Somewhat Unsatisfied
e1279,Q4,How would you rate you work/life balance?,Fair
1280,Q1,How satisfied are you with your job?,Somewhat Satisfied
1280,Q2,How satisfied are you with the company?,Somewhat Unsatisfied
1280,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
1280,Q4,How would you rate you work/life balance?,Good
E1281,Q1,How satisfied are you with your job?,Somewhat Satisfied
E1281,Q2,How satisfied are you with the company?,Very Satisfied
E1281,Q3,How satisfied are you with your manager?,Somewhat Satisfied
E1281,Q4,How would you rate you work/life balance?,Fair
1282,Q1,How satisfied are you with your job?,Somewhat Satisfied
1282,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
1282,Q3,How satisfied are you with your manager?,Somewhat Satisfied
1282,Q4,How would you rate you work/life balance?,Fair
E1283,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
E1283,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
E1283,Q3,How satisfied are you with your manager?,Somewhat Satisfied
E1283,Q4,How would you rate you work/life balance?,Excellent
1284,Q1,How satisfied are you with your job?,Somewhat Unsatisfied
1284,Q2,How satisfied are you with the company?,Somewhat Unsatisfied
1284,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
1284,Q4,How would you rate you work/life balance?,Good
1285,Q1,How satisfied are you with your job?,Very Satisfied
1285,Q2,How satisfied are you with the company?,Very Satisfied
1285,Q3,How satisfied are you with your manager?,Somewhat Satisfied
1285,Q4,How would you rate you work/life balance?,Fair
E1286,Q1,How satisfied are you with your job?,Very Satisfied
E1286,Q2,How satisfied are you with the company?,Somewhat Satisfied
E1286,Q3,How satisfied are you with your manager?,Very Satisfied
E1286,Q4,How would you rate you work/life balance?,Excellent
1287,Q1,How satisfied are you with your job?,Somewhat Satisfied
1287,Q2,How satisfied are you with the company?,Somewhat Satisfied
1287,Q3,How satisfied are you with your manager?,Very Satisfied
1287,Q4,How would you rate you work/life balance?,Excellent
e1288,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
e1288,Q2,How satisfied are you with the company?,Somewhat Satisfied
e1288,Q3,How satisfied are you with your manager?,Somewhat Satisfied
e1288,Q4,How would you rate you work/life balance?,Excellent
1289,Q1,How satisfied are you with your job?,Somewhat Unsatisfied
1289,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
1289,Q3,How satisfied are you with your manager?,Somewhat Unsatisfied
1289,Q4,How would you rate you work/life balance?,Poor
E1290,Q1,How satisfied are you with your job?,Very Satisfied
E1290,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
E1290,Q3,How satisfied are you with your manager?,Somewhat Satisfied
E1290,Q4,How would you rate you work/life balance?,Good
e1291,Q1,How satisfied are you with your job?,Very Satisfied
e1291,Q2,How satisfied are you with the company?,Somewhat Satisfied
e1291,Q3,How satisfied are you with your manager?,Somewhat Satisfied
e1291,Q4,How would you rate you work/life balance?,Fair
E1292,Q1,How satisfied are you with your job?,Very Satisfied
E1292,Q2,How satisfied are you with the company?,Very Satisfied
E1292,Q3,How satisfied are you with your manager?,Very Satisfied
E1292,Q4,How would you rate you work/life balance?,Good
1293,Q1,How satisfied are you with your job?,Very Satisfied
1293,Q2,How satisfied are you with the company?,Very Satisfied
1293,Q3,How satisfied are you with your manager?,Very Satisfied
1293,Q4,How would you rate you work/life balance?,Excellent
e1294,Q1,How satisfied are you with your job?,Very Satisfied
e1294,Q2,How satisfied are you with the company?,Somewhat Satisfied
e1294,Q3,How satisfied are you with your manager?,Very Satisfied
e1294,Q4,How would you rate you work/life balance?,Excellent
1295,Q1,How satisfied are you with your job?,Very Satisfied
1295,Q2,How satisfied are you with the company?,Very Satisfied
1295,Q3,How satisfied are you with your manager?,Very Satisfied
1295,Q4,How would you rate you work/life balance?,Excellent
1296,Q1,How satisfied are you with your job?,Somewhat Satisfied
1296,Q2,How satisfied are you with the company?,Somewhat Satisfied
1296,Q3,How satisfied are you with your manager?,Somewhat Satisfied
1296,Q4,How would you rate you work/life balance?,Good
1297,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
1297,Q2,How satisfied are you with the company?,Very Satisfied
1297,Q3,How satisfied are you with your manager?,Somewhat Satisfied
1297,Q4,How would you rate you work/life balance?,Excellent
1298,Q1,How satisfied are you with your job?,Somewhat Satisfied
1298,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
1298,Q3,How satisfied are you with your manager?,Somewhat Satisfied
1298,Q4,How would you rate you work/life balance?,Good
1299,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
1299,Q2,How satisfied are you with the company?,Somewhat Satisfied
1299,Q3,How satisfied are you with your manager?,Somewhat Satisfied
1299,Q4,How would you rate you work/life balance?,Good
1300,Q1,How satisfied are you with your job?,Very Satisfied
1300,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
1300,Q3,How satisfied are you with your manager?,Somewhat Satisfied
1300,Q4,How would you rate you work/life balance?,Excellent
e1301,Q1,How satisfied are you with your job?,Very Satisfied
e1301,Q2,How satisfied are you with the company?,Very Satisfied
e1301,Q3,How satisfied are you with your manager?,Very Satisfied
e1301,Q4,How would you rate you work/life balance?,Excellent
E1302,Q1,How satisfied are you with your job?,Somewhat Satisfied
E1302,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
E1302,Q3,How satisfied are you with your manager?,Somewhat Satisfied
E1302,Q4,How would you rate you work/life balance?,Good
1303,Q1,How satisfied are you with your job?,Very Satisfied
1303,Q2,How satisfied are you with the company?,Very Satisfied
1303,Q3,How satisfied are you with your manager?,Very Satisfied
1303,Q4,How would you rate you work/life balance?,Excellent
1304,Q1,How satisfied are you with your job?,Very Satisfied
1304,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
1304,Q3,How satisfied are you with your manager?,Somewhat Satisfied
1304,Q4,How would you rate you work/life balance?,Excellent
e1305,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
e1305,Q2,How satisfied are you with the company?,Somewhat Satisfied
e1305,Q3,How satisfied are you with your manager?,Somewhat Satisfied
e1305,Q4,How would you rate you work/life balance?,Fair
1306,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
1306,Q2,How satisfied are you with the company?,Somewhat Satisfied
1306,Q3,How satisfied are you with your manager?,Somewhat Satisfied
1306,Q4,How would you rate you work/life balance?,Fair
1307,Q1,How satisfied are you with your job?,Somewhat Satisfied
1307,Q2,How satisfied are you with the company?,Somewhat Satisfied
1307,Q3,How satisfied are you with your manager?,Somewhat Satisfied
1307,Q4,How would you rate you work/life balance?,Fair
e1308,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
e1308,Q2,How satisfied are you with the company?,Somewhat Satisfied
e1308,Q3,How satisfied are you with your manager?,Somewhat Satisfied
e1308,Q4,How would you rate you work/life balance?,Fair
1309,Q1,How satisfied are you with your job?,Somewhat Satisfied
1309,Q2,How satisfied are you with the company?,Very Satisfied
1309,Q3,How satisfied are you with your manager?,Very Satisfied
1309,Q4,How would you rate you work/life balance?,Good
e1310,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
e1310,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
e1310,Q3,How satisfied are you with your manager?,Somewhat Satisfied
e1310,Q4,How would you rate you work/life balance?,Good
e1311,Q1,How satisfied are you with your job?,Very Satisfied
e1311,Q2,How satisfied are you with the company?,Somewhat Satisfied
e1311,Q3,How satisfied are you with your manager?,Very Satisfied
e1311,Q4,How would you rate you work/life balance?,Excellent
1312,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
1312,Q2,How satisfied are you with the company?,Somewhat Satisfied
1312,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
1312,Q4,How would you rate you work/life balance?,Poor
E1313,Q1,How satisfied are you with your job?,Somewhat Satisfied
E1313,Q2,How satisfied are you with the company?,Somewhat Satisfied
E1313,Q3,How satisfied are you with your manager?,Very Satisfied
E1313,Q4,How would you rate you work/life balance?,Excellent
E1314,Q1,How satisfied are you with your job?,Very Satisfied
E1314,Q2,How satisfied are you with the company?,Somewhat Satisfied
E1314,Q3,How satisfied are you with your manager?,Somewhat Satisfied
E1314,Q4,How would you rate you work/life balance?,Fair
1315,Q1,How satisfied are you with your job?,Very Unsatisfied
1315,Q2,How satisfied are you with the company?,Somewhat Unsatisfied
1315,Q3,How satisfied are you with your manager?,Somewhat Unsatisfied
1315,Q4,How would you rate you work/life balance?,Very Poor
E1316,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
E1316,Q2,How satisfied are you with the company?,Very Satisfied
E1316,Q3,How satisfied are you with your manager?,Somewhat Satisfied
E1316,Q4,How would you rate you work/life balance?,Good
1317,Q1,How satisfied are you with your job?,Very Satisfied
1317,Q2,How satisfied are you with the company?,Very Satisfied
1317,Q3,How satisfied are you with your manager?,Very Satisfied
1317,Q4,How would you rate you work/life balance?,Excellent
1318,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
1318,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
1318,Q3,How satisfied are you with your manager?,Somewhat Satisfied
1318,Q4,How would you rate you work/life balance?,Fair
e1319,Q1,How satisfied are you with your job?,Somewhat Satisfied
e1319,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
e1319,Q3,How satisfied are you with your manager?,Somewhat Satisfied
e1319,Q4,How would you rate you work/life balance?,Good
1320,Q1,How satisfied are you with your job?,Somewhat Satisfied
1320,Q2,How satisfied are you with the company?,Very Satisfied
1320,Q3,How satisfied are you with your manager?,Very Satisfied
1320,Q4,How would you rate you work/life balance?,Excellent
e1321,Q1,How satisfied are you with your job?,Somewhat Satisfied
e1321,Q2,How satisfied are you with the company?,Very Satisfied
e1321,Q3,How satisfied are you with your manager?,Very Satisfied
e1321,Q4,How would you rate you work/life balance?,Excellent
1322,Q1,How satisfied are you with your job?,Somewhat Unsatisfied
1322,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
1322,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
1322,Q4,How would you rate you work/life balance?,Poor
1323,Q1,How satisfied are you with your job?,Somewhat Unsatisfied
1323,Q2,How satisfied are you with the company?,Very Unsatisfied
1323,Q3,How satisfied are you with your manager?,Somewhat Unsatisfied
1323,Q4,How would you rate you work/life balance?,Very Poor
e1324,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
e1324,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
e1324,Q3,How satisfied are you with your manager?,Somewhat Satisfied
e1324,Q4,How would you rate you work/life balance?,Fair
e1325,Q1,How satisfied are you with your job?,Very Satisfied
e1325,Q2,How satisfied are you with the company?,Very Satisfied
e1325,Q3,How satisfied are you with your manager?,Very Satisfied
e1325,Q4,How would you rate you work/life balance?,Excellent
1326,Q1,How satisfied are you with your job?,Very Satisfied
1326,Q2,How satisfied are you with the company?,Very Satisfied
1326,Q3,How satisfied are you with your manager?,Somewhat Satisfied
1326,Q4,How would you rate you work/life balance?,Good
1327,Q1,How satisfied are you with your job?,Very Satisfied
1327,Q2,How satisfied are you with the company?,Very Satisfied
1327,Q3,How satisfied are you with your manager?,Very Satisfied
1327,Q4,How would you rate you work/life balance?,Excellent
e1328,Q1,How satisfied are you with your job?,Very Satisfied
e1328,Q2,How satisfied are you with the company?,Somewhat Satisfied
e1328,Q3,How satisfied are you with your manager?,Very Satisfied
e1328,Q4,How would you rate you work/life balance?,Excellent
E1329,Q1,How satisfied are you with your job?,Very Satisfied
E1329,Q2,How satisfied are you with the company?,Somewhat Satisfied
E1329,Q3,How satisfied are you with your manager?,Very Satisfied
E1329,Q4,How would you rate you work/life balance?,Good
E1330,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
E1330,Q2,How satisfied are you with the company?,Somewhat Satisfied
E1330,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
E1330,Q4,How would you rate you work/life balance?,Good
1331,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
1331,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
1331,Q3,How satisfied are you with your manager?,Somewhat Satisfied
1331,Q4,How would you rate you work/life balance?,Fair
1332,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
1332,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
1332,Q3,How satisfied are you with your manager?,Somewhat Satisfied
1332,Q4,How would you rate you work/life balance?,Excellent
E1333,Q1,How satisfied are you with your job?,Somewhat Satisfied
E1333,Q2,How satisfied are you with the company?,Very Satisfied
E1333,Q3,How satisfied are you with your manager?,Very Satisfied
E1333,Q4,How would you rate you work/life balance?,Good
1334,Q1,How satisfied are you with your job?,Very Satisfied
1334,Q2,How satisfied are you with the company?,Very Satisfied
1334,Q3,How satisfied are you with your manager?,Very Satisfied
1334,Q4,How would you rate you work/life balance?,Excellent
1335,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
1335,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
1335,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
1335,Q4,How would you rate you work/life balance?,Fair
e1336,Q1,How satisfied are you with your job?,Very Satisfied
e1336,Q2,How satisfied are you with the company?,Very Satisfied
e1336,Q3,How satisfied are you with your manager?,Very Satisfied
e1336,Q4,How would you rate you work/life balance?,Excellent
1337,Q1,How satisfied are you with your job?,Very Satisfied
1337,Q2,How satisfied are you with the company?,Somewhat Satisfied
1337,Q3,How satisfied are you with your manager?,Somewhat Satisfied
1337,Q4,How would you rate you work/life balance?,Fair
1338,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
1338,Q2,How satisfied are you with the company?,Very Satisfied
1338,Q3,How satisfied are you with your manager?,Somewhat Satisfied
1338,Q4,How would you rate you work/life balance?,Fair
E1339,Q1,How satisfied are you with your job?,Very Satisfied
E1339,Q2,How satisfied are you with the company?,Very Satisfied
E1339,Q3,How satisfied are you with your manager?,Very Satisfied
E1339,Q4,How would you rate you work/life balance?,Excellent
1340,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
1340,Q2,How satisfied are you with the company?,Very Satisfied
1340,Q3,How satisfied are you with your manager?,Somewhat Satisfied
1340,Q4,How would you rate you work/life balance?,Good
1341,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
1341,Q2,How satisfied are you with the company?,Somewhat Satisfied
1341,Q3,How satisfied are you with your manager?,Somewhat Satisfied
1341,Q4,How would you rate you work/life balance?,Excellent
1342,Q1,How satisfied are you with your job?,Somewhat Unsatisfied
1342,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
1342,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
1342,Q4,How would you rate you work/life balance?,Poor
1343,Q1,How satisfied are you with your job?,Somewhat Satisfied
1343,Q2,How satisfied are you with the company?,Somewhat Satisfied
1343,Q3,How satisfied are you with your manager?,Somewhat Satisfied
1343,Q4,How would you rate you work/life balance?,Good
1344,Q1,How satisfied are you with your job?,Very Satisfied
1344,Q2,How satisfied are you with the company?,Very Satisfied
1344,Q3,How satisfied are you with your manager?,Very Satisfied
1344,Q4,How would you rate you work/life balance?,Excellent
e1345,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
e1345,Q2,How satisfied are you with the company?,Somewhat Satisfied
e1345,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
e1345,Q4,How would you rate you work/life balance?,Good
e1346,Q1,How satisfied are you with your job?,Very Satisfied
e1346,Q2,How satisfied are you with the company?,Somewhat Satisfied
e1346,Q3,How satisfied are you with your manager?,Somewhat Satisfied
e1346,Q4,How would you rate you work/life balance?,Good
E1347,Q1,How satisfied are you with your job?,Neither Satisfied nor Unsatisfied
E1347,Q2,How satisfied are you with the company?,Somewhat Satisfied
E1347,Q3,How satisfied are you with your manager?,Somewhat Satisfied
E1347,Q4,How would you rate you work/life balance?,Fair
E1348,Q1,How satisfied are you with your job?,Somewhat Satisfied
E1348,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
E1348,Q3,How satisfied are you with your manager?,Somewhat Satisfied
E1348,Q4,How would you rate you work/life balance?,Excellent
1349,Q1,How satisfied are you with your job?,Somewhat Unsatisfied
1349,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
1349,Q3,How satisfied are you with your manager?,Neither Satisfied nor Unsatisfied
1349,Q4,How would you rate you work/life balance?,Poor
E1350,Q1,How satisfied are you with your job?,Very Unsatisfied
E1350,Q2,How satisfied are you with the company?,Neither Satisfied nor Unsatisfied
E1350,Q3,How satisfied are you with your manager?,Somewhat Unsatisfied
E1350,Q4,How would you rate you work/life balance?,Fair
E1351,Q1,How satisfied are you with your job?,Somewhat Satisfied
E1351,Q2,How satisfied are you with the company?,Very Satisfied
E1351,Q3,How satisfied are you with your manager?,Somewhat Satisfied
E1351,Q4,How would you rate you work/life balance?,Fair
E1352,Q1,How satisfied are you with your job?,Very Unsatisfied
E1352,Q2,How satisfied are you with the company?,Somewhat Unsatisfied
E1352,Q3,How satisfied are you with your manager?,Somewhat Unsatisfied
E1352,Q4,How would you rate you work/life balance?,Fair
E1353,Q1,How satisfied are you with your job?,Somewhat Satisfied
E1353,Q2,How satisfied are you with the company?,Somewhat Satisfied
E1353,Q3,How satisfied are you with your manager?,Somewhat Satisfied
E1353,Q4,How would you rate you work/life balance?,Fair
E1354,Q1,How satisfied are you with your job?,Somewhat Satisfied
E1354,Q2,How satisfied are you with the company?,Somewhat Satisfied
E1354,Q3,How satisfied are you with your manager?,Somewhat Satisfied
E1354,Q4,How would you rate you work/life balance?,Fair
e1355,Q1,How satisfied are you with your job?,Somewhat Satisfied
e1355,Q2,How satisfied are you with the company?,Very Satisfied
e1355,Q3,How satisfied are you with your manager?,Somewhat Satisfied
e1355,Q4,How would you rate you work/life balance?,Excellent
